mapeFalse,mapeTrue,sensor,epochs,time_lag,dropout
0.6885527,0.18251789,3,250,7,0.2
0.7465222,0.19836709,3,250,7,0.3
0.7488396,0.25847706,3,250,7,0.4
0.7006412,0.24816653,3,250,7,0.5
0.6522966,0.10658177,3,250,8,0.0
0.789119,0.0989653,3,250,8,0.1
0.7112586,0.08789786,3,250,8,0.2
0.701246,0.08369657,3,250,8,0.3
0.8320242,0.10931346,3,250,8,0.4
0.94255155,0.11956938,3,250,8,0.5
0.6196144,0.11221258,3,250,9,0.0
0.65533245,0.11108938,3,250,9,0.1
0.80656534,0.119611986,3,250,9,0.2
0.854925,0.12303829,3,250,9,0.3
0.80682355,0.11239985,3,250,9,0.4
0.96675104,0.13113219,3,250,9,0.5
0.7128402,0.1797387,3,250,10,0.0
0.6319664,0.18137157,3,250,10,0.1
0.51887554,0.1912298,3,250,10,0.2
0.53195286,0.19405395,3,250,10,0.3
0.59338135,0.20900834,3,250,10,0.4
0.63211703,0.23257749,3,250,10,0.5
0.3658364,0.031997208,3,300,2,0.0
0.56884414,0.036903806,3,300,2,0.1
0.74862295,0.041005515,3,300,2,0.2
0.6187005,0.03695659,3,300,2,0.3
0.72537434,0.054104317,3,300,2,0.4
0.69724345,0.03922238,3,300,2,0.5
0.41876042,0.05186459,3,300,3,0.0
0.5827963,0.058317654,3,300,3,0.1
0.6043,0.06697117,3,300,3,0.2
0.5268318,0.06262335,3,300,3,0.3
0.5124474,0.0651934,3,300,3,0.4
0.58782184,0.070799835,3,300,3,0.5
0.43293533,0.058454648,3,300,4,0.0
0.42495212,0.06433225,3,300,4,0.1
0.48492944,0.06226203,3,300,4,0.2
0.5692437,0.07946191,3,300,4,0.3
0.53847915,0.06809283,3,300,4,0.4
0.55402094,0.0790888,3,300,4,0.5
0.3715201,0.1519535,3,300,5,0.0
0.43538943,0.16447699,3,300,5,0.1
0.5190504,0.17371772,3,300,5,0.2
0.43351018,0.18459286,3,300,5,0.3
0.509371,0.16817646,3,300,5,0.4
0.49356928,0.1937069,3,300,5,0.5
0.46354604,0.11707165,3,300,6,0.0
0.44712842,0.117936365,3,300,6,0.1
0.49321455,0.11658203,3,300,6,0.2
0.53486365,0.14277878,3,300,6,0.3
0.5859099,0.120256126,3,300,6,0.4
0.55952895,0.1074234,3,300,6,0.5
0.5868059,0.11332984,3,300,7,0.0
0.61404425,0.12677932,3,300,7,0.1
0.6529648,0.19544107,3,300,7,0.2
0.80667406,0.17168751,3,300,7,0.3
0.7351179,0.20948736,3,300,7,0.4
0.8889073,0.3224876,3,300,7,0.5
0.67419523,0.112964585,3,300,8,0.0
0.72276956,0.099850215,3,300,8,0.1
0.78156304,0.11615174,3,300,8,0.2
0.8230986,0.117487,3,300,8,0.3
0.6890148,0.11523855,3,300,8,0.4
0.8472015,0.10403241,3,300,8,0.5
0.5418936,0.10783461,3,300,9,0.0
0.6634761,0.111807585,3,300,9,0.1
0.8426634,0.11530244,3,300,9,0.2
1.1181659,0.12365253,3,300,9,0.3
0.9928193,0.12097614,3,300,9,0.4
1.1898109,0.10979221,3,300,9,0.5
0.5074849,0.21530949,3,300,10,0.0
0.46634,0.19775611,3,300,10,0.1
0.7100956,0.20190825,3,300,10,0.2
0.6834459,0.2023072,3,300,10,0.3
0.55034906,0.220947,3,300,10,0.4
0.6277229,0.20348746,3,300,10,0.5
0.39116564,0.03225805,3,350,2,0.0
0.56545,0.049707554,3,350,2,0.1
0.6801962,0.04195186,3,350,2,0.2
0.54320294,0.038869843,3,350,2,0.3
0.7756484,0.04043178,3,350,2,0.4
0.6449517,0.040703397,3,350,2,0.5
0.3942248,0.049064808,3,350,3,0.0
0.60319483,0.06333426,3,350,3,0.1
0.47628245,0.058100153,3,350,3,0.2
0.4969255,0.06274307,3,350,3,0.3
0.35365847,0.06504015,3,350,3,0.4
0.38149333,0.06686345,3,350,3,0.5
0.4482133,0.058503896,3,350,4,0.0
0.47731695,0.05939148,3,350,4,0.1
0.7375381,0.058268588,3,350,4,0.2
0.5502153,0.062188204,3,350,4,0.3
0.5426602,0.06552648,3,350,4,0.4
0.5469836,0.0615066,3,350,4,0.5
0.4137751,0.13919804,3,350,5,0.0
0.42898345,0.14424251,3,350,5,0.1
0.4400117,0.15906513,3,350,5,0.2
0.47910416,0.1785846,3,350,5,0.3
0.49054646,0.17630357,3,350,5,0.4
0.5727547,0.18251844,3,350,5,0.5
0.5050067,0.10165053,3,350,6,0.0
0.46700677,0.1171258,3,350,6,0.1
0.51019263,0.12529075,3,350,6,0.2
0.5619937,0.12998258,3,350,6,0.3
0.5643485,0.16365173,3,350,6,0.4
0.5638058,0.119211465,3,350,6,0.5
0.6330356,0.08683291,3,350,7,0.0
0.65642583,0.14989544,3,350,7,0.1
0.6013022,0.22169036,3,350,7,0.2
0.76943433,0.2697405,3,350,7,0.3
0.9171974,0.2552444,3,350,7,0.4
0.7040111,0.33637232,3,350,7,0.5
0.6348432,0.119427584,3,350,8,0.0
0.7345698,0.114646934,3,350,8,0.1
0.8148137,0.11796895,3,350,8,0.2
0.7961423,0.10117731,3,350,8,0.3
0.7643547,0.09475112,3,350,8,0.4
0.7867901,0.108612776,3,350,8,0.5
0.6784625,0.110123746,3,350,9,0.0
0.7983259,0.11244735,3,350,9,0.1
0.8010518,0.10956215,3,350,9,0.2
0.91107845,0.111781366,3,350,9,0.3
1.0119026,0.121511534,3,350,9,0.4
0.9647593,0.11071247,3,350,9,0.5
0.5797373,0.17410648,3,350,10,0.0
0.45029855,0.16320439,3,350,10,0.1
0.548033,0.1810385,3,350,10,0.2
0.65702516,0.26723886,3,350,10,0.3
0.58411705,0.20300949,3,350,10,0.4
0.7688134,0.21971036,3,350,10,0.5
0.40356866,0.031834636,3,400,2,0.0
0.5064641,0.037529636,3,400,2,0.1
0.547177,0.03922558,3,400,2,0.2
0.5087993,0.0364605,3,400,2,0.3
0.5842768,0.038184352,3,400,2,0.4
0.8509489,0.035720184,3,400,2,0.5
0.38124883,0.05208378,3,400,3,0.0
0.56991464,0.06276915,3,400,3,0.1
0.6721219,0.060818892,3,400,3,0.2
0.54365695,0.057515822,3,400,3,0.3
0.754152,0.07118292,3,400,3,0.4
0.4752275,0.061988294,3,400,3,0.5
0.4218278,0.055986006,3,400,4,0.0
0.5587007,0.06265982,3,400,4,0.1
0.56534314,0.06252339,3,400,4,0.2
0.6082745,0.06546769,3,400,4,0.3
0.4952343,0.061967794,3,400,4,0.4
0.47521427,0.06122142,3,400,4,0.5
0.38324934,0.12293862,3,400,5,0.0
0.5168361,0.15030766,3,400,5,0.1
0.54945225,0.18455616,3,400,5,0.2
0.53035593,0.16836222,3,400,5,0.3
0.54272157,0.18025875,3,400,5,0.4
0.4957798,0.15478322,3,400,5,0.5
0.5041151,0.09992055,3,400,6,0.0
0.5838913,0.1064069,3,400,6,0.1
0.71130073,0.12420681,3,400,6,0.2
0.6515037,0.1134702,3,400,6,0.3
0.5241346,0.11278836,3,400,6,0.4
0.5360876,0.121582374,3,400,6,0.5
0.6174487,0.096454255,3,400,7,0.0
0.63918227,0.095297486,3,400,7,0.1
0.674905,0.13401015,3,400,7,0.2
0.7010962,0.24238813,3,400,7,0.3
0.71247613,0.14435841,3,400,7,0.4
0.8210718,0.33766365,3,400,7,0.5
0.650516,0.12223978,3,400,8,0.0
0.8129734,0.102264926,3,400,8,0.1
0.8738817,0.1256615,3,400,8,0.2
0.85432357,0.12684241,3,400,8,0.3
0.91922444,0.10130311,3,400,8,0.4
0.8931016,0.09268953,3,400,8,0.5
0.66966975,0.12129211,3,400,9,0.0
0.68937933,0.11403703,3,400,9,0.1
0.8350071,0.10989955,3,400,9,0.2
0.7643994,0.10985959,3,400,9,0.3
0.8551961,0.110259585,3,400,9,0.4
1.1236967,0.113175355,3,400,9,0.5
0.5182866,0.19451399,3,400,10,0.0
0.50764984,0.19054472,3,400,10,0.1
0.48037937,0.19958708,3,400,10,0.2
0.66998595,0.21912509,3,400,10,0.3
0.5722741,0.21884987,3,400,10,0.4
0.9231107,0.20822775,3,400,10,0.5
0.356732,0.034185328,3,450,2,0.0
0.5985537,0.034031797,3,450,2,0.1
0.45938247,0.0359562,3,450,2,0.2
0.4753558,0.04757534,3,450,2,0.3
0.47687718,0.046024203,3,450,2,0.4
0.7813329,0.04312274,3,450,2,0.5
0.3623258,0.053471066,3,450,3,0.0
0.5833922,0.062615044,3,450,3,0.1
0.5355437,0.06954429,3,450,3,0.2
0.5783834,0.05982659,3,450,3,0.3
0.7327782,0.056622777,3,450,3,0.4
0.67599237,0.09322151,3,450,3,0.5
0.44921985,0.059635054,3,450,4,0.0
0.57796437,0.059456725,3,450,4,0.1
0.58127,0.06957054,3,450,4,0.2
0.53446186,0.05990844,3,450,4,0.3
0.6294254,0.0690226,3,450,4,0.4
0.46726388,0.06619408,3,450,4,0.5
0.4125411,0.1300744,3,450,5,0.0
0.5621799,0.15092224,3,450,5,0.1
0.46271127,0.14780252,3,450,5,0.2
0.4526002,0.15943877,3,450,5,0.3
0.4772646,0.14836672,3,450,5,0.4
0.4517006,0.2059356,3,450,5,0.5
0.4945431,0.11301734,3,450,6,0.0
0.64436096,0.11663228,3,450,6,0.1
0.64717805,0.12132164,3,450,6,0.2
0.65517753,0.11636861,3,450,6,0.3
0.56066465,0.11357542,3,450,6,0.4
0.5222906,0.12992416,3,450,6,0.5
0.63422483,0.10475092,3,450,7,0.0
0.64497757,0.14823003,3,450,7,0.1
0.8276392,0.16592793,3,450,7,0.2
0.76448107,0.23130879,3,450,7,0.3
0.6517464,0.18969138,3,450,7,0.4
0.8163698,0.23746312,3,450,7,0.5
0.62168694,0.10968892,3,450,8,0.0
0.72049034,0.100513846,3,450,8,0.1
0.75392485,0.08802751,3,450,8,0.2
0.98447454,0.096513845,3,450,8,0.3
0.914936,0.10677856,3,450,8,0.4
0.904165,0.099687755,3,450,8,0.5
0.5494909,0.111146495,3,450,9,0.0
0.6118578,0.10775451,3,450,9,0.1
0.8110835,0.10955624,3,450,9,0.2
0.8091875,0.110015474,3,450,9,0.3
0.85537326,0.11373264,3,450,9,0.4
0.9955248,0.111038096,3,450,9,0.5
0.4746166,0.2085023,3,450,10,0.0
0.601612,0.20673439,3,450,10,0.1
0.52156407,0.18456176,3,450,10,0.2
0.6307655,0.19672798,3,450,10,0.3
0.5587423,0.21187373,3,450,10,0.4
0.69443417,0.21475255,3,450,10,0.5
0.38675576,0.031917516,3,500,2,0.0
0.6087061,0.03357186,3,500,2,0.1
0.57470423,0.034709945,3,500,2,0.2
0.46023536,0.035251062,3,500,2,0.3
0.5271943,0.042440094,3,500,2,0.4
0.77963126,0.03858328,3,500,2,0.5
0.3673595,0.049095213,3,500,3,0.0
0.57285005,0.064919285,3,500,3,0.1
0.45559368,0.06795196,3,500,3,0.2
0.5624878,0.05535887,3,500,3,0.3
0.57930905,0.07047747,3,500,3,0.4
0.81907153,0.058586847,3,500,3,0.5
0.4210998,0.05847956,3,500,4,0.0
0.54543465,0.063866735,3,500,4,0.1
0.6361947,0.06564276,3,500,4,0.2
0.5225905,0.060340356,3,500,4,0.3
0.43823174,0.059308663,3,500,4,0.4
0.44144502,0.054001313,3,500,4,0.5
0.39723298,0.11516803,3,500,5,0.0
0.50717205,0.15716738,3,500,5,0.1
0.6017401,0.13784389,3,500,5,0.2
0.52069986,0.17827608,3,500,5,0.3
0.49796408,0.14279662,3,500,5,0.4
0.43275943,0.15743653,3,500,5,0.5
0.5012571,0.09354205,3,500,6,0.0
0.66933125,0.10485203,3,500,6,0.1
0.5485923,0.110846415,3,500,6,0.2
0.538263,0.10348598,3,500,6,0.3
0.59120154,0.13284637,3,500,6,0.4
0.52270234,0.12206861,3,500,6,0.5
0.6639712,0.10805621,3,500,7,0.0
0.6721365,0.18189399,3,500,7,0.1
0.7550285,0.15675336,3,500,7,0.2
0.6853752,0.16986729,3,500,7,0.3
0.8257413,0.27124718,3,500,7,0.4
0.92421776,0.1534251,3,500,7,0.5
0.65265507,0.11782044,3,500,8,0.0
0.7251607,0.11114764,3,500,8,0.1
0.870651,0.10801537,3,500,8,0.2
0.8284297,0.09249661,3,500,8,0.3
0.87490743,0.114221804,3,500,8,0.4
0.85105574,0.10774234,3,500,8,0.5
0.5887979,0.11058327,3,500,9,0.0
0.6647406,0.10331312,3,500,9,0.1
0.6648838,0.1071209,3,500,9,0.2
0.8200773,0.123599716,3,500,9,0.3
1.0727712,0.112258166,3,500,9,0.4
1.0437638,0.11894979,3,500,9,0.5
0.5320056,0.186553,3,500,10,0.0
0.4985519,0.19525541,3,500,10,0.1
0.5092698,0.18832134,3,500,10,0.2
0.54792726,0.21892598,3,500,10,0.3
0.52881724,0.1830069,3,500,10,0.4
0.6380325,0.22996102,3,500,10,0.5
0.3742849,0.03116366,3,550,2,0.0
0.48077735,0.03847306,3,550,2,0.1
0.6060379,0.04204613,3,550,2,0.2
0.480451,0.0411531,3,550,2,0.3
0.66746664,0.03595944,3,550,2,0.4
0.5372293,0.040700957,3,550,2,0.5
0.45716077,0.05731631,3,550,3,0.0
0.6041085,0.06908106,3,550,3,0.1
0.87128943,0.052396774,3,550,3,0.2
0.63537693,0.052161776,3,550,3,0.3
0.45804524,0.07055098,3,550,3,0.4
0.5031253,0.060095005,3,550,3,0.5
0.47721142,0.06098086,3,550,4,0.0
0.50813675,0.05906475,3,550,4,0.1
0.7409316,0.055895094,3,550,4,0.2
0.5877423,0.060832858,3,550,4,0.3
0.6335137,0.06583239,3,550,4,0.4
0.48099542,0.06505827,3,550,4,0.4
0.47863677,0.05565436,3,550,4,0.5
0.45165074,0.18308352,3,550,5,0.4
0.45260292,0.14861272,3,550,5,0.5
0.6208882,0.099513754,3,550,6,0.4
0.6933118,0.11587774,3,550,6,0.5
0.7443279,0.16248776,3,550,7,0.4
0.6574079,0.26518837,3,550,7,0.5
0.949706,0.105219126,3,550,8,0.4
0.8995079,0.08835097,3,550,8,0.5
0.7996786,0.111396626,3,550,9,0.4
0.90695137,0.10580192,3,550,9,0.5
0.61819303,0.2262358,3,550,10,0.4
0.5652921,0.20396249,3,550,10,0.5
0.578114,0.20545408,3,550,10,0.5
0.5150137,0.0640862,4,50,2,0.0
0.5575764,0.062446237,4,50,2,0.1
0.55245167,0.06980934,4,50,2,0.2
0.5751911,0.079967685,4,50,2,0.3
0.5080084,0.0727044,4,50,2,0.4
0.50500935,0.0730271,4,50,2,0.5
0.5812051,0.08369431,4,50,3,0.0
0.4899344,0.08686699,4,50,3,0.1
0.48678306,0.09730667,4,50,3,0.2
0.77397376,0.10295757,4,50,3,0.3
0.49895474,0.10360728,4,50,3,0.4
0.47651798,0.099966526,4,50,3,0.5
0.7649409,0.096277736,4,50,4,0.0
0.82450914,0.078327835,4,50,4,0.1
0.5823634,0.10862928,4,50,4,0.2
1.1134514,0.0829638,4,50,4,0.3
0.95304745,0.087815225,4,50,4,0.4
0.6695469,0.08649133,4,50,4,0.5
0.6441349,0.21493159,4,50,5,0.0
1.1865091,0.1980139,4,50,5,0.1
0.6490297,0.23218688,4,50,5,0.2
0.8331701,0.2319303,4,50,5,0.3
1.0476083,0.3001517,4,50,5,0.4
1.1212096,0.23212749,4,50,5,0.5
0.50454336,0.14304559,4,50,6,0.0
0.50537974,0.13499722,4,50,6,0.1
0.6454825,0.13518558,4,50,6,0.2
0.65079564,0.13852453,4,50,6,0.3
1.1245799,0.14034612,4,50,6,0.4
1.1542556,0.15899394,4,50,6,0.5
0.8962202,0.12480166,4,50,7,0.0
0.56666106,0.14596249,4,50,7,0.1
0.8455409,0.15894406,4,50,7,0.2
1.0383989,0.12813509,4,50,7,0.3
1.0842607,0.17822361,4,50,7,0.4
0.7756645,0.17126496,4,50,7,0.5
0.69432914,0.10828498,4,50,8,0.0
0.79207116,0.105593055,4,50,8,0.1
0.6891026,0.12196994,4,50,8,0.2
0.75990975,0.13553436,4,50,8,0.3
0.9225707,0.13631551,4,50,8,0.4
0.8762273,0.14034276,4,50,8,0.5
0.6741843,0.11462462,4,50,9,0.0
0.63187915,0.12119692,4,50,9,0.1
0.5425156,0.11117301,4,50,9,0.2
0.5814149,0.11864687,4,50,9,0.3
0.58041555,0.11589552,4,50,9,0.4
0.5415701,0.117422484,4,50,9,0.5
0.5493346,0.21329965,4,50,10,0.0
1.3883214,0.18606597,4,50,10,0.1
1.3337756,0.17164017,4,50,10,0.2
1.9027936,0.17283562,4,50,10,0.3
1.4005946,0.17679851,4,50,10,0.4
3.4794192,0.21131669,4,50,10,0.5
0.53356206,0.04299491,4,100,2,0.0
0.61409634,0.058281504,4,100,2,0.1
0.59702706,0.056602664,4,100,2,0.2
0.6907893,0.05797659,4,100,2,0.3
0.7618449,0.06523699,4,100,2,0.4
0.907123,0.069402896,4,100,2,0.5
0.4790569,0.07358038,4,100,3,0.0
